"snrdB","cl","pr"
"21077",2,"6","6"
"21078",2,"6","6"
"21079",2,"6","6"
"21080",2,"6","6"
"21081",2,"6","6"
"21082",2,"6","6"
"21083",2,"6","6"
"21084",2,"6","6"
"21085",2,"6","6"
"21086",2,"6","6"
"21087",2,"6","6"
"21088",2,"6","6"
"21089",2,"6","6"
"21090",2,"6","6"
"21091",2,"6","6"
"21092",2,"6","6"
"21093",2,"6","6"
"21094",2,"6","6"
"21095",2,"6","6"
"21096",2,"6","6"
"21097",2,"6","6"
"21098",2,"6","6"
"21099",2,"6","6"
"21100",2,"6","6"
"21101",2,"6","6"
"21102",2,"6","6"
"21103",2,"6","6"
"21104",2,"6","6"
"21105",2,"6","6"
"21106",2,"6","6"
"21107",2,"6","6"
"21108",2,"6","6"
"21109",2,"6","6"
"21110",2,"6","6"
"21111",2,"6","6"
"21112",2,"6","6"
"21113",2,"6","6"
"21114",2,"6","6"
"21115",2,"6","6"
"21116",2,"6","6"
"21117",2,"6","6"
"21118",2,"6","6"
"21119",2,"6","6"
"21120",2,"6","6"
"21121",2,"6","6"
"21122",2,"6","6"
"21123",2,"6","6"
"21124",2,"6","6"
"21125",2,"6","6"
"21126",2,"6","6"
"21127",2,"6","6"
"21128",2,"6","6"
"21129",2,"6","6"
"21130",2,"6","6"
"21131",2,"6","6"
"21132",2,"6","6"
"21133",2,"6","6"
"21134",2,"6","6"
"21135",2,"6","6"
"21136",2,"6","6"
"21137",2,"6","6"
"21138",2,"6","6"
"21139",2,"6","6"
"21140",2,"6","6"
"21141",2,"6","6"
"21142",2,"6","6"
"21143",2,"6","6"
"21144",2,"6","6"
"21145",2,"6","6"
"21146",2,"6","6"
"21147",2,"6","6"
"21148",2,"6","6"
"21149",2,"6","6"
"21150",2,"6","6"
"21151",2,"6","6"
"21152",2,"6","6"
"21153",2,"6","6"
"21154",2,"6","6"
"21155",2,"6","6"
"21156",2,"6","6"
"21157",2,"6","6"
"21158",2,"6","6"
"21159",2,"6","6"
"21160",2,"6","6"
"21161",2,"6","6"
"21162",2,"6","6"
"21163",2,"6","6"
"21164",2,"6","6"
"21165",2,"6","6"
"21166",2,"6","6"
"21167",2,"6","6"
"21168",2,"6","6"
"21169",2,"6","6"
"21170",2,"6","6"
"21171",2,"6","6"
"21172",2,"6","6"
"21173",2,"6","6"
"21174",2,"6","6"
"21175",2,"6","6"
"21176",2,"6","6"
"21177",2,"6","6"
"21178",2,"6","6"
"21179",2,"6","6"
"21180",2,"6","6"
"21181",2,"6","6"
"21182",2,"6","6"
"21183",2,"6","6"
"21184",2,"6","6"
"21185",2,"6","6"
"21186",2,"6","6"
"21187",2,"6","6"
"21188",2,"6","6"
"21189",2,"6","6"
"21190",2,"6","6"
"21191",2,"6","6"
"21192",2,"6","6"
"21193",2,"6","6"
"21194",2,"6","6"
"21195",2,"6","6"
"21196",2,"6","6"
"21197",2,"6","6"
"21198",2,"6","6"
"21199",2,"6","6"
"21200",2,"6","6"
"21201",3,"6","6"
"21202",3,"6","6"
"21203",3,"6","6"
"21204",3,"6","6"
"21205",3,"6","6"
"21206",3,"6","6"
"21207",3,"6","6"
"21208",3,"6","6"
"21209",3,"6","6"
"21210",3,"6","6"
"21211",3,"6","6"
"21212",3,"6","6"
"21213",3,"6","6"
"21214",3,"6","6"
"21215",3,"6","6"
"21216",3,"6","6"
"21217",3,"6","6"
"21218",3,"6","6"
"21219",3,"6","6"
"21220",3,"6","6"
"21221",3,"6","6"
"21222",3,"6","6"
"21223",3,"6","6"
"21224",3,"6","6"
"21225",3,"6","6"
"21226",3,"6","6"
"21227",3,"6","6"
"21228",3,"6","6"
"21229",3,"6","6"
"21230",3,"6","6"
"21231",3,"6","6"
"21232",3,"6","6"
"21233",3,"6","6"
"21234",3,"6","6"
"21235",3,"6","6"
"21236",3,"6","6"
"21237",3,"6","6"
"21238",3,"6","6"
"21239",3,"6","6"
"21240",3,"6","6"
"21241",3,"6","6"
"21242",3,"6","6"
"21243",3,"6","6"
"21244",3,"6","6"
"21245",3,"6","6"
"21246",3,"6","6"
"21247",3,"6","6"
"21248",3,"6","6"
"21249",3,"6","6"
"21250",3,"6","6"
"21251",3,"6","6"
"21252",3,"6","6"
"21253",3,"6","6"
"21254",3,"6","6"
"21255",3,"6","6"
"21256",3,"6","6"
"21257",3,"6","6"
"21258",3,"6","6"
"21259",3,"6","6"
"21260",3,"6","6"
"21261",3,"6","6"
"21262",3,"6","6"
"21263",3,"6","6"
"21264",3,"6","6"
"21265",3,"6","6"
"21266",3,"6","6"
"21267",3,"6","6"
"21268",3,"6","6"
"21269",3,"6","6"
"21270",3,"6","6"
"21271",3,"6","6"
"21272",3,"6","6"
"21273",3,"6","6"
"21274",3,"6","6"
"21275",3,"6","6"
"21276",3,"6","6"
"21277",3,"6","6"
"21278",3,"6","6"
"21279",3,"6","6"
"21280",3,"6","6"
"21281",3,"6","6"
"21282",3,"6","6"
"21283",3,"6","6"
"21284",3,"6","6"
"21285",3,"6","6"
"21286",3,"6","6"
"21287",3,"6","6"
"21288",3,"6","6"
"21289",3,"6","6"
"21290",3,"6","6"
"21291",3,"6","6"
"21292",3,"6","6"
"21293",3,"6","6"
"21294",3,"6","6"
"21295",3,"6","6"
"21296",3,"6","6"
"21297",3,"6","6"
"21298",3,"6","6"
"21299",3,"6","6"
"21300",3,"6","6"
"21301",3,"6","6"
"21302",3,"6","6"
"21303",3,"6","6"
"21304",3,"6","6"
"21305",3,"6","6"
"21306",3,"6","6"
"21307",3,"6","6"
"21308",3,"6","6"
"21309",3,"6","6"
"21310",3,"6","6"
"21311",3,"6","6"
"21312",3,"6","6"
"21313",3,"6","6"
"21314",3,"6","6"
"21315",3,"6","6"
"21316",3,"6","6"
"21317",3,"6","6"
"21318",3,"6","6"
"21319",3,"6","6"
"21320",3,"6","6"
"21321",3,"6","6"
"21322",3,"6","6"
"21323",3,"6","6"
"21324",3,"6","6"
"21325",3,"6","6"
"21326",3,"6","6"
"21327",3,"6","6"
"21328",3,"6","6"
"21329",3,"6","6"
"21330",3,"6","6"
"21331",3,"6","6"
"21332",3,"6","6"
"21333",3,"6","6"
"21334",3,"6","6"
"21335",3,"6","6"
"21336",3,"6","6"
"21337",3,"6","6"
"21338",3,"6","6"
"21339",3,"6","6"
"21340",3,"6","6"
"21341",3,"6","6"
"21342",3,"6","6"
"21343",3,"6","6"
"21344",3,"6","6"
"21345",3,"6","6"
"21346",3,"6","6"
"21347",3,"6","6"
"21348",3,"6","6"
"21349",3,"6","6"
"21350",3,"6","6"
"21351",3,"6","6"
"21352",3,"6","6"
"21353",3,"6","6"
"21354",3,"6","6"
"21355",3,"6","6"
"21356",3,"6","6"
"21357",3,"6","6"
"21358",3,"6","6"
"21359",3,"6","6"
"21360",3,"6","6"
"21361",3,"6","6"
"21362",3,"6","6"
"21363",3,"6","6"
"21364",3,"6","6"
"21365",3,"6","6"
"21366",3,"6","6"
"21367",3,"6","6"
"21368",3,"6","6"
"21369",3,"6","6"
"21370",3,"6","6"
"21371",3,"6","6"
"21372",3,"6","6"
"21373",3,"6","6"
"21374",3,"6","6"
"21375",3,"6","6"
"21376",3,"6","6"
"21377",3,"6","6"
"21378",3,"6","6"
"21379",3,"6","6"
"21380",3,"6","6"
"21381",3,"6","6"
"21382",3,"6","6"
"21383",3,"6","6"
"21384",3,"6","6"
"21385",3,"6","6"
"21386",3,"6","6"
"21387",3,"6","6"
"21388",3,"6","6"
"21389",3,"6","6"
"21390",3,"6","6"
"21391",3,"6","6"
"21392",3,"6","6"
"21393",3,"6","6"
"21394",3,"6","6"
"21395",3,"6","6"
"21396",3,"6","6"
"21397",3,"6","6"
"21398",3,"6","6"
"21399",3,"6","6"
"21400",3,"6","6"
"21401",4,"6","6"
"21402",4,"6","6"
"21403",4,"6","6"
"21404",4,"6","6"
"21405",4,"6","6"
"21406",4,"6","6"
"21407",4,"6","6"
"21408",4,"6","6"
"21409",4,"6","6"
"21410",4,"6","6"
"21411",4,"6","6"
"21412",4,"6","6"
"21413",4,"6","6"
"21414",4,"6","6"
"21415",4,"6","6"
"21416",4,"6","6"
"21417",4,"6","6"
"21418",4,"6","6"
"21419",4,"6","6"
"21420",4,"6","6"
"21421",4,"6","6"
"21422",4,"6","6"
"21423",4,"6","6"
"21424",4,"6","6"
"21425",4,"6","6"
"21426",4,"6","6"
"21427",4,"6","6"
"21428",4,"6","6"
"21429",4,"6","6"
"21430",4,"6","6"
"21431",4,"6","6"
"21432",4,"6","6"
"21433",4,"6","6"
"21434",4,"6","6"
"21435",4,"6","6"
"21436",4,"6","6"
"21437",4,"6","6"
"21438",4,"6","6"
"21439",4,"6","6"
"21440",4,"6","6"
"21441",4,"6","6"
"21442",4,"6","6"
"21443",4,"6","6"
"21444",4,"6","6"
"21445",4,"6","6"
"21446",4,"6","6"
"21447",4,"6","6"
"21448",4,"6","6"
"21449",4,"6","6"
"21450",4,"6","6"
"21451",4,"6","6"
"21452",4,"6","6"
"21453",4,"6","6"
"21454",4,"6","6"
"21455",4,"6","6"
"21456",4,"6","6"
"21457",4,"6","6"
"21458",4,"6","6"
"21459",4,"6","6"
"21460",4,"6","6"
"21461",4,"6","6"
"21462",4,"6","6"
"21463",4,"6","6"
"21464",4,"6","6"
"21465",4,"6","6"
"21466",4,"6","6"
"21467",4,"6","6"
"21468",4,"6","6"
"21469",4,"6","6"
"21470",4,"6","6"
"21471",4,"6","6"
"21472",4,"6","6"
"21473",4,"6","6"
"21474",4,"6","6"
"21475",4,"6","6"
"21476",4,"6","6"
"21477",4,"6","6"
"21478",4,"6","6"
"21479",4,"6","6"
"21480",4,"6","6"
"21481",4,"6","6"
"21482",4,"6","6"
"21483",4,"6","6"
"21484",4,"6","6"
"21485",4,"6","6"
"21486",4,"6","6"
"21487",4,"6","6"
"21488",4,"6","6"
"21489",4,"6","6"
"21490",4,"6","6"
"21491",4,"6","6"
"21492",4,"6","6"
"21493",4,"6","6"
"21494",4,"6","6"
"21495",4,"6","6"
"21496",4,"6","6"
"21497",4,"6","6"
"21498",4,"6","6"
"21499",4,"6","6"
"21500",4,"6","6"
"21501",4,"6","6"
"21502",4,"6","6"
"21503",4,"6","6"
"21504",4,"6","6"
"21505",4,"6","6"
"21506",4,"6","6"
"21507",4,"6","6"
"21508",4,"6","6"
"21509",4,"6","6"
"21510",4,"6","6"
"21511",4,"6","6"
"21512",4,"6","6"
"21513",4,"6","6"
"21514",4,"6","6"
"21515",4,"6","6"
"21516",4,"6","6"
"21517",4,"6","6"
"21518",4,"6","6"
"21519",4,"6","6"
"21520",4,"6","6"
"21521",4,"6","6"
"21522",4,"6","6"
"21523",4,"6","6"
"21524",4,"6","6"
"21525",4,"6","6"
"21526",4,"6","6"
"21527",4,"6","6"
"21528",4,"6","6"
"21529",4,"6","6"
"21530",4,"6","6"
"21531",4,"6","6"
"21532",4,"6","6"
"21533",4,"6","6"
"21534",4,"6","6"
"21535",4,"6","6"
"21536",4,"6","6"
"21537",4,"6","6"
"21538",4,"6","6"
"21539",4,"6","6"
"21540",4,"6","6"
"21541",4,"6","6"
"21542",4,"6","6"
"21543",4,"6","6"
"21544",4,"6","6"
"21545",4,"6","6"
"21546",4,"6","6"
"21547",4,"6","6"
"21548",4,"6","6"
"21549",4,"6","6"
"21550",4,"6","6"
"21551",4,"6","6"
"21552",4,"6","6"
"21553",4,"6","6"
"21554",4,"6","6"
"21555",4,"6","6"
"21556",4,"6","6"
"21557",4,"6","6"
"21558",4,"6","6"
"21559",4,"6","6"
"21560",4,"6","6"
"21561",4,"6","6"
"21562",4,"6","6"
"21563",4,"6","6"
"21564",4,"6","6"
"21565",4,"6","6"
"21566",4,"6","6"
"21567",4,"6","6"
"21568",4,"6","6"
"21569",4,"6","6"
"21570",4,"6","6"
"21571",4,"6","6"
"21572",4,"6","6"
"21573",4,"6","6"
"21574",4,"6","6"
"21575",4,"6","6"
"21576",4,"6","6"
"21577",4,"6","6"
"21578",4,"6","6"
"21579",4,"6","6"
"21580",4,"6","6"
"21581",4,"6","6"
"21582",4,"6","6"
"21583",4,"6","6"
"21584",4,"6","6"
"21585",4,"6","6"
"21586",4,"6","6"
"21587",4,"6","6"
"21588",4,"6","6"
"21589",4,"6","6"
"21590",4,"6","6"
"21591",4,"6","6"
"21592",4,"6","6"
"21593",4,"6","6"
"21594",4,"6","6"
"21595",4,"6","6"
"21596",4,"6","6"
"21597",4,"6","6"
"21598",4,"6","6"
"21599",4,"6","6"
"21600",4,"6","6"
"21601",5,"6","6"
"21602",5,"6","6"
"21603",5,"6","6"
"21604",5,"6","6"
"21605",5,"6","6"
"21606",5,"6","6"
"21607",5,"6","6"
"21608",5,"6","6"
"21609",5,"6","6"
"21610",5,"6","6"
"21611",5,"6","6"
"21612",5,"6","6"
"21613",5,"6","6"
"21614",5,"6","6"
"21615",5,"6","6"
"21616",5,"6","6"
"21617",5,"6","6"
"21618",5,"6","6"
"21619",5,"6","6"
"21620",5,"6","6"
"21621",5,"6","6"
"21622",5,"6","6"
"21623",5,"6","6"
"21624",5,"6","6"
"21625",5,"6","6"
"21626",5,"6","6"
"21627",5,"6","6"
"21628",5,"6","6"
"21629",5,"6","6"
"21630",5,"6","6"
"21631",5,"6","6"
"21632",5,"6","6"
"21633",5,"6","6"
"21634",5,"6","6"
"21635",5,"6","6"
"21636",5,"6","6"
"21637",5,"6","6"
"21638",5,"6","6"
"21639",5,"6","6"
"21640",5,"6","6"
"21641",5,"6","6"
"21642",5,"6","6"
"21643",5,"6","6"
"21644",5,"6","6"
"21645",5,"6","6"
"21646",5,"6","6"
"21647",5,"6","6"
"21648",5,"6","6"
"21649",5,"6","6"
"21650",5,"6","6"
"21651",5,"6","6"
"21652",5,"6","6"
"21653",5,"6","6"
"21654",5,"6","6"
"21655",5,"6","6"
"21656",5,"6","6"
"21657",5,"6","6"
"21658",5,"6","6"
"21659",5,"6","6"
"21660",5,"6","6"
"21661",5,"6","6"
"21662",5,"6","6"
"21663",5,"6","6"
"21664",5,"6","6"
"21665",5,"6","6"
"21666",5,"6","6"
"21667",5,"6","6"
"21668",5,"6","6"
"21669",5,"6","6"
"21670",5,"6","6"
"21671",5,"6","6"
"21672",5,"6","6"
"21673",5,"6","6"
"21674",5,"6","6"
"21675",5,"6","6"
"21676",5,"6","6"
"21677",5,"6","6"
"21678",5,"6","6"
"21679",5,"6","6"
"21680",5,"6","6"
"21681",5,"6","6"
"21682",5,"6","6"
"21683",5,"6","6"
"21684",5,"6","6"
"21685",5,"6","6"
"21686",5,"6","6"
"21687",5,"6","6"
"21688",5,"6","6"
"21689",5,"6","6"
"21690",5,"6","6"
"21691",5,"6","6"
"21692",5,"6","6"
"21693",5,"6","6"
"21694",5,"6","6"
"21695",5,"6","6"
"21696",5,"6","6"
"21697",5,"6","6"
"21698",5,"6","6"
"21699",5,"6","6"
"21700",5,"6","6"
"21701",5,"6","6"
"21702",5,"6","6"
"21703",5,"6","6"
"21704",5,"6","6"
"21705",5,"6","6"
"21706",5,"6","6"
"21707",5,"6","6"
"21708",5,"6","6"
"21709",5,"6","6"
"21710",5,"6","6"
"21711",5,"6","6"
"21712",5,"6","6"
"21713",5,"6","6"
"21714",5,"6","6"
"21715",5,"6","6"
"21716",5,"6","6"
"21717",5,"6","6"
"21718",5,"6","6"
"21719",5,"6","6"
"21720",5,"6","6"
"21721",5,"6","6"
"21722",5,"6","6"
"21723",5,"6","6"
"21724",5,"6","6"
"21725",5,"6","6"
"21726",5,"6","6"
"21727",5,"6","6"
"21728",5,"6","6"
"21729",5,"6","6"
"21730",5,"6","6"
"21731",5,"6","6"
"21732",5,"6","6"
"21733",5,"6","6"
"21734",5,"6","6"
"21735",5,"6","6"
"21736",5,"6","6"
"21737",5,"6","6"
"21738",5,"6","6"
"21739",5,"6","6"
"21740",5,"6","6"
"21741",5,"6","6"
"21742",5,"6","6"
"21743",5,"6","6"
"21744",5,"6","6"
"21745",5,"6","6"
"21746",5,"6","6"
"21747",5,"6","6"
"21748",5,"6","6"
"21749",5,"6","6"
"21750",5,"6","6"
"21751",5,"6","6"
"21752",5,"6","6"
"21753",5,"6","6"
"21754",5,"6","6"
"21755",5,"6","6"
"21756",5,"6","6"
"21757",5,"6","6"
"21758",5,"6","6"
"21759",5,"6","6"
"21760",5,"6","6"
"21761",5,"6","6"
"21762",5,"6","6"
"21763",5,"6","6"
"21764",5,"6","6"
"21765",5,"6","6"
"21766",5,"6","6"
"21767",5,"6","6"
"21768",5,"6","6"
"21769",5,"6","6"
"21770",5,"6","6"
"21771",5,"6","6"
"21772",5,"6","6"
"21773",5,"6","6"
"21774",5,"6","6"
"21775",5,"6","6"
"21776",5,"6","6"
"21777",5,"6","6"
"21778",5,"6","6"
"21779",5,"6","6"
"21780",5,"6","6"
"21781",5,"6","6"
"21782",5,"6","6"
"21783",5,"6","6"
"21784",5,"6","6"
"21785",5,"6","6"
"21786",5,"6","6"
"21787",5,"6","6"
"21788",5,"6","6"
"21789",5,"6","6"
"21790",5,"6","6"
"21791",5,"6","6"
"21792",5,"6","6"
"21793",5,"6","6"
"21794",5,"6","6"
"21795",5,"6","6"
"21796",5,"6","6"
"21797",5,"6","6"
"21798",5,"6","6"
"21799",5,"6","6"
"21800",5,"6","6"
"21801",6,"6","6"
"21802",6,"6","6"
"21803",6,"6","6"
"21804",6,"6","6"
"21805",6,"6","6"
"21806",6,"6","6"
"21807",6,"6","6"
"21808",6,"6","6"
"21809",6,"6","6"
"21810",6,"6","6"
"21811",6,"6","6"
"21812",6,"6","6"
"21813",6,"6","6"
"21814",6,"6","6"
"21815",6,"6","6"
"21816",6,"6","6"
"21817",6,"6","6"
"21818",6,"6","6"
"21819",6,"6","6"
"21820",6,"6","6"
"21821",6,"6","6"
"21822",6,"6","6"
"21823",6,"6","6"
"21824",6,"6","6"
"21825",6,"6","6"
"21826",6,"6","6"
"21827",6,"6","6"
"21828",6,"6","6"
"21829",6,"6","6"
"21830",6,"6","6"
"21831",6,"6","6"
"21832",6,"6","6"
"21833",6,"6","6"
"21834",6,"6","6"
"21835",6,"6","6"
"21836",6,"6","6"
"21837",6,"6","6"
"21838",6,"6","6"
"21839",6,"6","6"
"21840",6,"6","6"
"21841",6,"6","6"
"21842",6,"6","6"
"21843",6,"6","6"
"21844",6,"6","6"
"21845",6,"6","6"
"21846",6,"6","6"
"21847",6,"6","6"
"21848",6,"6","6"
"21849",6,"6","6"
"21850",6,"6","6"
"21851",6,"6","6"
"21852",6,"6","6"
"21853",6,"6","6"
"21854",6,"6","6"
"21855",6,"6","6"
"21856",6,"6","6"
"21857",6,"6","6"
"21858",6,"6","6"
"21859",6,"6","6"
"21860",6,"6","6"
"21861",6,"6","6"
"21862",6,"6","6"
"21863",6,"6","6"
"21864",6,"6","6"
"21865",6,"6","6"
"21866",6,"6","6"
"21867",6,"6","6"
"21868",6,"6","6"
"21869",6,"6","6"
"21870",6,"6","6"
"21871",6,"6","6"
"21872",6,"6","6"
"21873",6,"6","6"
"21874",6,"6","6"
"21875",6,"6","6"
"21876",6,"6","6"
"21877",6,"6","6"
"21878",6,"6","6"
"21879",6,"6","6"
"21880",6,"6","6"
"21881",6,"6","6"
"21882",6,"6","6"
"21883",6,"6","6"
"21884",6,"6","6"
"21885",6,"6","6"
"21886",6,"6","6"
"21887",6,"6","6"
"21888",6,"6","6"
"21889",6,"6","6"
"21890",6,"6","6"
"21891",6,"6","6"
"21892",6,"6","6"
"21893",6,"6","6"
"21894",6,"6","6"
"21895",6,"6","6"
"21896",6,"6","6"
"21897",6,"6","6"
"21898",6,"6","6"
"21899",6,"6","6"
"21900",6,"6","6"
"21901",6,"6","6"
"21902",6,"6","6"
"21903",6,"6","6"
"21904",6,"6","6"
"21905",6,"6","6"
"21906",6,"6","6"
"21907",6,"6","6"
"21908",6,"6","6"
"21909",6,"6","6"
"21910",6,"6","6"
"21911",6,"6","6"
"21912",6,"6","6"
"21913",6,"6","6"
"21914",6,"6","6"
"21915",6,"6","6"
"21916",6,"6","6"
"21917",6,"6","6"
"21918",6,"6","6"
"21919",6,"6","6"
"21920",6,"6","6"
"21921",6,"6","6"
"21922",6,"6","6"
"21923",6,"6","6"
"21924",6,"6","6"
"21925",6,"6","6"
"21926",6,"6","6"
"21927",6,"6","6"
"21928",6,"6","6"
"21929",6,"6","6"
"21930",6,"6","6"
"21931",6,"6","6"
"21932",6,"6","6"
"21933",6,"6","6"
"21934",6,"6","6"
"21935",6,"6","6"
"21936",6,"6","6"
"21937",6,"6","6"
"21938",6,"6","6"
"21939",6,"6","6"
"21940",6,"6","6"
"21941",6,"6","6"
"21942",6,"6","6"
"21943",6,"6","6"
"21944",6,"6","6"
"21945",6,"6","6"
"21946",6,"6","6"
"21947",6,"6","6"
"21948",6,"6","6"
"21949",6,"6","6"
"21950",6,"6","6"
"21951",6,"6","6"
"21952",6,"6","6"
"21953",6,"6","6"
"21954",6,"6","6"
"21955",6,"6","6"
"21956",6,"6","6"
"21957",6,"6","6"
"21958",6,"6","6"
"21959",6,"6","6"
"21960",6,"6","6"
"21961",6,"6","6"
"21962",6,"6","6"
"21963",6,"6","6"
"21964",6,"6","6"
"21965",6,"6","6"
"21966",6,"6","6"
"21967",6,"6","6"
"21968",6,"6","6"
"21969",6,"6","6"
"21970",6,"6","6"
"21971",6,"6","6"
"21972",6,"6","6"
"21973",6,"6","6"
"21974",6,"6","6"
"21975",6,"6","6"
"21976",6,"6","6"
"21977",6,"6","6"
"21978",6,"6","6"
"21979",6,"6","6"
"21980",6,"6","6"
"21981",6,"6","6"
"21982",6,"6","6"
"21983",6,"6","6"
"21984",6,"6","6"
"21985",6,"6","6"
"21986",6,"6","6"
"21987",6,"6","6"
"21988",6,"6","6"
"21989",6,"6","6"
"21990",6,"6","6"
"21991",6,"6","6"
"21992",6,"6","6"
"21993",6,"6","6"
"21994",6,"6","6"
"21995",6,"6","6"
"21996",6,"6","6"
"21997",6,"6","6"
"21998",6,"6","6"
"21999",6,"6","6"
"22000",6,"6","6"
"22001",7,"6","6"
"22002",7,"6","6"
"22003",7,"6","6"
"22004",7,"6","6"
"22005",7,"6","6"
"22006",7,"6","6"
"22007",7,"6","6"
"22008",7,"6","6"
"22009",7,"6","6"
"22010",7,"6","6"
"22011",7,"6","6"
"22012",7,"6","6"
"22013",7,"6","6"
"22014",7,"6","6"
"22015",7,"6","6"
"22016",7,"6","6"
"22017",7,"6","6"
"22018",7,"6","6"
"22019",7,"6","6"
"22020",7,"6","6"
"22021",7,"6","6"
"22022",7,"6","6"
"22023",7,"6","6"
"22024",7,"6","6"
"22025",7,"6","6"
"22026",7,"6","6"
"22027",7,"6","6"
"22028",7,"6","6"
"22029",7,"6","6"
"22030",7,"6","6"
"22031",7,"6","6"
"22032",7,"6","6"
"22033",7,"6","6"
"22034",7,"6","6"
"22035",7,"6","6"
"22036",7,"6","6"
"22037",7,"6","6"
"22038",7,"6","6"
"22039",7,"6","6"
"22040",7,"6","6"
"22041",7,"6","6"
"22042",7,"6","6"
"22043",7,"6","6"
"22044",7,"6","6"
"22045",7,"6","6"
"22046",7,"6","6"
"22047",7,"6","6"
"22048",7,"6","6"
"22049",7,"6","6"
"22050",7,"6","6"
"22051",7,"6","6"
"22052",7,"6","6"
"22053",7,"6","6"
"22054",7,"6","6"
"22055",7,"6","6"
"22056",7,"6","6"
"22057",7,"6","6"
"22058",7,"6","6"
"22059",7,"6","6"
"22060",7,"6","6"
"22061",7,"6","6"
"22062",7,"6","6"
"22063",7,"6","6"
"22064",7,"6","6"
"22065",7,"6","6"
"22066",7,"6","6"
"22067",7,"6","6"
"22068",7,"6","6"
"22069",7,"6","6"
"22070",7,"6","6"
"22071",7,"6","6"
"22072",7,"6","6"
"22073",7,"6","6"
"22074",7,"6","6"
"22075",7,"6","6"
"22076",7,"6","6"
"22077",7,"6","6"
"22078",7,"6","6"
"22079",7,"6","6"
"22080",7,"6","6"
"22081",7,"6","6"
"22082",7,"6","6"
"22083",7,"6","6"
"22084",7,"6","6"
"22085",7,"6","6"
"22086",7,"6","6"
"22087",7,"6","6"
"22088",7,"6","6"
"22089",7,"6","6"
"22090",7,"6","6"
"22091",7,"6","6"
"22092",7,"6","6"
"22093",7,"6","6"
"22094",7,"6","6"
"22095",7,"6","6"
"22096",7,"6","6"
"22097",7,"6","6"
"22098",7,"6","6"
"22099",7,"6","6"
"22100",7,"6","6"
"22101",7,"6","6"
"22102",7,"6","6"
"22103",7,"6","6"
"22104",7,"6","6"
"22105",7,"6","6"
"22106",7,"6","6"
"22107",7,"6","6"
"22108",7,"6","6"
"22109",7,"6","6"
"22110",7,"6","6"
"22111",7,"6","6"
"22112",7,"6","6"
"22113",7,"6","6"
"22114",7,"6","6"
"22115",7,"6","6"
"22116",7,"6","6"
"22117",7,"6","6"
"22118",7,"6","6"
"22119",7,"6","6"
"22120",7,"6","6"
"22121",7,"6","6"
"22122",7,"6","6"
"22123",7,"6","6"
"22124",7,"6","6"
"22125",7,"6","6"
"22126",7,"6","6"
"22127",7,"6","6"
"22128",7,"6","6"
"22129",7,"6","6"
"22130",7,"6","6"
"22131",7,"6","6"
"22132",7,"6","6"
"22133",7,"6","6"
"22134",7,"6","6"
"22135",7,"6","6"
"22136",7,"6","6"
"22137",7,"6","6"
"22138",7,"6","6"
"22139",7,"6","6"
"22140",7,"6","6"
"22141",7,"6","6"
"22142",7,"6","6"
"22143",7,"6","6"
"22144",7,"6","6"
"22145",7,"6","6"
"22146",7,"6","6"
"22147",7,"6","6"
"22148",7,"6","6"
"22149",7,"6","6"
"22150",7,"6","6"
"22151",7,"6","6"
"22152",7,"6","6"
"22153",7,"6","6"
"22154",7,"6","6"
"22155",7,"6","6"
"22156",7,"6","6"
"22157",7,"6","6"
"22158",7,"6","6"
"22159",7,"6","6"
"22160",7,"6","6"
"22161",7,"6","6"
"22162",7,"6","6"
"22163",7,"6","6"
"22164",7,"6","6"
"22165",7,"6","6"
"22166",7,"6","6"
"22167",7,"6","6"
"22168",7,"6","6"
"22169",7,"6","6"
"22170",7,"6","6"
"22171",7,"6","6"
"22172",7,"6","6"
"22173",7,"6","6"
"22174",7,"6","6"
"22175",7,"6","6"
"22176",7,"6","6"
"22177",7,"6","6"
"22178",7,"6","6"
"22179",7,"6","6"
"22180",7,"6","6"
"22181",7,"6","6"
"22182",7,"6","6"
"22183",7,"6","6"
"22184",7,"6","6"
"22185",7,"6","6"
"22186",7,"6","6"
"22187",7,"6","6"
"22188",7,"6","6"
"22189",7,"6","6"
"22190",7,"6","6"
"22191",7,"6","6"
"22192",7,"6","6"
"22193",7,"6","6"
"22194",7,"6","6"
"22195",7,"6","6"
"22196",7,"6","6"
"22197",7,"6","6"
"22198",7,"6","6"
"22199",7,"6","6"
"22200",7,"6","6"
"22201",8,"6","6"
"22202",8,"6","6"
"22203",8,"6","6"
"22204",8,"6","6"
"22205",8,"6","6"
"22206",8,"6","6"
"22207",8,"6","6"
"22208",8,"6","6"
"22209",8,"6","6"
"22210",8,"6","6"
"22211",8,"6","6"
"22212",8,"6","6"
"22213",8,"6","6"
"22214",8,"6","6"
"22215",8,"6","6"
"22216",8,"6","6"
"22217",8,"6","6"
"22218",8,"6","6"
"22219",8,"6","6"
"22220",8,"6","6"
"22221",8,"6","6"
"22222",8,"6","6"
"22223",8,"6","6"
"22224",8,"6","6"
"22225",8,"6","6"
"22226",8,"6","6"
"22227",8,"6","6"
"22228",8,"6","6"
"22229",8,"6","6"
"22230",8,"6","6"
"22231",8,"6","6"
"22232",8,"6","6"
"22233",8,"6","6"
"22234",8,"6","6"
"22235",8,"6","6"
"22236",8,"6","6"
"22237",8,"6","6"
"22238",8,"6","6"
"22239",8,"6","6"
"22240",8,"6","6"
"22241",8,"6","6"
